stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
2.1380,1380,"Numància - Diagonal",41.389153,2.132859,,0,,0
2.1381,1381,"Entença - Montnegre",41.388533,2.139463,,0,,0
2.1382,1382,"Estació de França",41.384839,2.185399,,0,,0
2.1383,1383,"Riu Llobregat - Sant Cosme",41.316289,2.09103,,0,,0
2.1384,1384,"Riu Llobregat - Riu Xuquer",41.316597,2.087617,,0,,0
2.1385,1385,"Providència - Torrent de les Flors",41.407901,2.158928,,0,,0
2.1386,1386,"Aribau - Diagonal",41.395208,2.150395,,0,,0
2.1387,1387,"Gal·la Placídia",41.399203,2.152383,,0,,0
2.1388,1388,"Pg Sant Joan - Travessera de Gràcia",41.404456,2.163274,,0,,0
2.1389,1389,"Via Augusta - Diagonal",41.39607,2.15556,,0,,0
2.1390,1390,"Balmes - Trav de Gràcia",41.398281,2.151128,,0,,0
2.1391,1391,"Gran de Gràcia - Jesús",41.398356,2.157307,,0,,0
2.1392,1392,"Muntaner - Via Augusta",41.398566,2.143501,,0,,0
2.1393,1393,"Muntaner - Laforja",41.396893,2.145728,,0,,0
2.1394,1394,"Torrent de l'Olla - Astúries",41.403393,2.155744,,0,,0
2.1395,1395,"Lepant - Trav de Gràcia",41.409501,2.169922,,0,,0
2.1396,1396,"Lepant - Guinardó",41.411698,2.167011,,0,,0
2.1397,1397,"Av Tibidabo - Teodor Roviralta",41.415414,2.129421,,0,,0
2.1400,1400,"Cantunis",41.352088,2.158292,,0,,0
2.1402,1402,"Pg de Fabra i Puig - Torrent Can Mariner",41.432686,2.16299,,0,,0
2.1403,1403,"Fabra i Puig - Petrarca",41.430524,2.168028,,0,,0
2.1404,1404,"Fabra i Puig - Petrarca",41.430349,2.168059,,0,,0
2.1405,1405,"Guipúscoa - Selva de Mar",41.417419,2.198229,,0,,0
2.1407,1407,"Dante Alighieri - Sacedón",41.426092,2.154499,,0,,0
2.1408,1408,"Pare Pérez del Pulgar - Pare Manjón",41.454353,2.190832,,0,,0
2.1409,1409,"Pare Pérez del Pulgar - Peníscola",41.453441,2.189525,,0,,0
2.1410,1410,"Dante Alighieri - Tolrà",41.426862,2.155401,,0,,0
2.1411,1411,"Av de Cornellà - St Francesc Xavier",41.373696,2.084743,,0,,0
2.1412,1412,"Verge de Montserrat - Periodistes",41.421689,2.174279,,0,,0
2.1413,1413,"Av Pedralbes - Tòquio",41.390079,2.119079,,0,,0
2.1414,1414,"Josep Tarradellas - Numància",41.381164,2.142089,,0,,0
2.1418,1418,"Pg  Santa Coloma - Baró de Viver",41.448568,2.199742,,0,,0
2.1419,1419,"Pg  Santa Coloma - Nus de la Trinitat",41.446408,2.193568,,0,,0
2.1420,1420,"Pg Torras i Bages - Almirall Pròixida",41.44138,2.190771,,0,,0
2.1424,1424,"Costa Pacheco 26",41.428102,2.131249,,0,,0
2.1425,1425,"Diagonal - Balmes",41.395446,2.154913,,0,,0
2.1426,1426,"Calvet - Tenor Viñas",41.396011,2.141827,,0,,0
2.1427,1427,"Pg Vall d'Hebron - Ctra d'Horta",41.437974,2.153169,,0,,0
2.1428,1428,"Ctra d'Horta - Av Estatut de Catalunya",41.437428,2.153491,,0,,0
2.1430,1430,"Pl de l'Estatut",41.430787,2.155194,,0,,0
2.1432,1432,"Meridiana - Mallorca",41.412883,2.187051,,0,,0
2.1434,1434,"Av Granvia - Can Tries",41.354971,2.122077,,0,,0
2.1435,1435,"Sant Adrià - Sas",41.436122,2.2037,,0,,0
2.1436,1436,"Ciutat d'Asunción - Sant Adrià",41.436467,2.200978,,0,,0
2.1437,1437,"Via Júlia - Turó Blau",41.439283,2.175525,,0,,0
2.1438,1438,"Ctra de Collblanc - Pg del Cementiri",41.37597,2.111582,,0,,0
2.1440,1440,"Pg Vall d'Hebron - Scala Dei",41.439088,2.157768,,0,,0
2.1441,1441,"Pg Vall d'Hebron - Cementiri d'Horta",41.439719,2.158333,,0,,0
2.1443,1443,"Pl del Doctor Andreu - Funicular del Tibidabo",41.416444,2.130774,,0,,0
2.1444,1444,"Parc Municipal Font del Racó",41.415508,2.129658,,0,,0
2.1446,1446,"Arbeca - Lima",41.439255,2.208038,,0,,0
2.1447,1447,"Ctra del Carmel - Pasteur",41.417216,2.158452,,0,,0
2.1448,1448,"Ctra del Carmel - Mühlberg",41.417956,2.157657,,0,,0
2.1449,1449,"Ctra del Carmel - Gran Vista",41.418301,2.157315,,0,,0
2.1451,1451,"Guipúscoa - Cantàbria",41.419864,2.202078,,0,,0
2.1452,1452,"Av Catalunya - Serra d'Or",41.493949,2.182343,,0,,0
2.1453,1453,"Pg Guayaquil - Arbeca",41.439493,2.208097,,0,,0
2.1454,1454,"Caracas - Pl Fra Juníper Serra",41.439314,2.203622,,0,,0
2.1455,1455,"Ciutat d'Asunción - Potosí",41.441671,2.199823,,0,,0
2.1456,1456,"El Parador",41.38244,2.074191,,0,,0
2.1457,1457,"Bateria - Bifurcació",41.472248,2.184148,,0,,0
2.1458,1458,"Av dels Països Catalans - Gaietà Faura",41.379549,2.094527,,0,,0
2.1459,1459,"Av dels Països Catalans - Laureà Miró",41.378124,2.092118,,0,,0
2.1460,1460,"Av de Cornellà - Manuel Riera",41.374844,2.086176,,0,,0
2.1461,1461,"Av de Cornellà - Pont d'Esplugues",41.376825,2.088863,,0,,0
2.1466,1466,"Còrsega - Hospital Clínic",41.389297,2.149643,,0,,0
2.1467,1467,"París - Comte d'Urgell",41.389461,2.147794,,0,,0
2.1468,1468,"Gran Via - Villarroel",41.382694,2.158922,,0,,0
2.1469,1469,"Gran Via - Urgell",41.382423,2.159086,,0,,0
2.1472,1472,"Av Tibidabo - Josep Garí",41.415098,2.133486,,0,,0
2.1473,1473,"Av Tibidabo - Lluís Muntadas",41.41539,2.131297,,0,,0
2.1474,1474,"Arquitecte Moragas - Jorge Manrique",41.432676,2.147466,,0,,0
2.1476,1476,"Pla de Palau",41.382081,2.18413,,0,,0
2.1477,1477,"Pas Sota Muralla - Pl Pau Vila",41.381164,2.184435,,0,,0
2.1479,1479,"Port Vell",41.377126,2.183355,,0,,0
2.1482,1482,"Maremagnum",41.375717,2.182396,,0,,0
2.1483,1483,"Port Vell",41.37704,2.183502,,0,,0
2.1484,1484,"Jordi Girona - John M Keynes",41.387681,2.114729,,0,,0
2.1485,1485,"Sant Martí de l'Erm - Zona Esportiva Fontsanta",41.371552,2.069892,,0,,0
2.1486,1486,"Jacint Verdaguer - Fructuós Gelabert",41.373356,2.069013,,0,,0
2.1487,1487,"Via Favència - Lucena",41.444874,2.176011,,0,,0
2.1488,1488,"Villarroel - Mercat del Ninot",41.386799,2.154554,,0,,0
2.1489,1489,"Meridiana - Aragó",41.409495,2.187138,,0,,0
2.1490,1490,"Pau Claris - Mallorca",41.394548,2.164609,,0,,0
2.1492,1492,"Pg de Sant Joan - Pl Mossèn Jacint Verdaguer",41.398624,2.170429,,0,,0
2.1493,1493,"Balmes - València",41.391139,2.160075,,0,,0
2.1495,1495,"Muntaner - València",41.388468,2.156873,,0,,0
2.1497,1497,"Pg de Gràcia - València",41.393348,2.163272,,0,,0
2.1498,1498,"Lepant - Mallorca",41.40416,2.176964,,0,,0
2.1499,1499,"Metro Tarragona",41.378369,2.145213,,0,,0
2.1503,1503,"Castelladral - Oristà",41.463882,2.185188,,0,,0
2.1504,1504,"CEIP Ciutat Comtal",41.462793,2.182566,,0,,0
2.1508,1508,"Av de Vallcarca - Viaducte de Vallcarca",41.412055,2.144333,,0,,0
2.1509,1509,"Av República Argentina - Mare de Déu del Carmel",41.411942,2.140466,,0,,0
2.1510,1510,"Doctor Pi i Molist - Maladeta",41.43349,2.173158,,0,,0
2.1511,1511,"Pla de las Madres de la Plaza de Mayo",41.435217,2.172227,,0,,0
2.1513,1513,"Trav de Dalt - Verdi",41.408901,2.153017,,0,,0
2.1515,1515,"Pg Torras i Bages - Via Favència",41.445864,2.190654,,0,,0
2.1517,1517,"Via Júlia - Mas Duran",41.443511,2.178736,,0,,0
2.1518,1518,"Via Júlia - Via Favència",41.445409,2.179556,,0,,0
2.1519,1519,"Pl Karl Marx - Pg  Valldaura",41.439733,2.163211,,0,,0
2.1520,1520,"Diagonal - Pg  de Gràcia",41.396809,2.160304,,0,,0
2.1522,1522,"Av Príncep d'Astúries - Via Augusta",41.401226,2.151112,,0,,0
2.1525,1525,"Trav de Gràcia - Balmes",41.39781,2.152365,,0,,0
2.1527,1527,"Via Augusta - Amigó",41.39806,2.140766,,0,,0
2.1528,1528,"Via Augusta - Ganduxer",41.397705,2.135855,,0,,0
2.1529,1529,"Balmes - Mitre",41.404222,2.14104,,0,,0
2.1530,1530,"Balmes - Copèrnic",41.402346,2.145348,,0,,0
2.1531,1531,"Pg Bonanova - Escoles Pies",41.403395,2.127532,,0,,0
2.1532,1532,"Pg Bonanova - Carrasco i Formiguera",41.401266,2.12372,,0,,0
2.1533,1533,"Av Príncep d'Astúries - Guillem Tell",41.402807,2.15003,,0,,0
2.1534,1534,"Pl Borràs",41.40485,2.117524,,0,,0
2.1535,1535,"Muntaner - Parc de Monterols",41.401245,2.139928,,0,,0
2.1536,1536,"Muntaner - Plató",41.399861,2.14178,,0,,0
2.1538,1538,"Pl Borràs",41.403958,2.117183,,0,,0
2.1539,1539,"Adrià Margarit - Teodor Roviralta",41.414158,2.131206,,0,,0
2.1540,1540,"Rotonda de Bellesguard",41.410505,2.126163,,0,,0
2.1541,1541,"Terré - Iradier",41.40696,2.121428,,0,,0
2.1542,1542,"Av Vallcarca - Capellades",41.419111,2.140921,,0,,0
2.1543,1543,"Av República Argentina - Pl Alfonso Comín",41.413428,2.138571,,0,,0
2.1544,1544,"Poesia - Jardins de Montbau",41.431955,2.144059,,0,,0
2.1545,1545,"Floridablanca - Comte d'Urgell",41.380647,2.161455,,0,,0
2.1546,1546,"Buenos Aires - Comte d'Urgell",41.392024,2.146621,,0,,0
2.1547,1547,"Torre de Collserola",41.418902,2.116738,,0,,0
2.1548,1548,"Aiguablava - Nou Barris",41.447383,2.1805,,0,,0
2.1552,1552,"Av de la Ribera - Llevant",41.476868,2.1891,,0,,0
2.1553,1553,"Av Anselm Clavé - Les Moreres",41.334075,2.100882,,0,,0
2.1554,1554,"Josep Tarradellas - Viladomat",41.389195,2.14356,,0,,0
2.1555,1555,"Londres - Hospital del Sagrat Cor",41.389812,2.145813,,0,,0
2.1556,1556,"Gran Via - Viladomat",41.380036,2.155913,,0,,0
2.1558,1558,"Parlament - Paral·lel",41.375499,2.161378,,0,,0
2.1559,1559,"Gran Via - Llançà",41.376261,2.151148,,0,,0
2.1563,1563,"Camí del Polvorí - Estadi Serrahima",41.366194,2.144103,,0,,0
2.1564,1564,"Segura - Estadi Serrahima",41.36434,2.14351,,0,,0
2.1565,1565,"Segura - Barri del Polvorí",41.365407,2.141652,,0,,0
2.1566,1566,"Segura - Fortuna",41.365312,2.141662,,0,,0
2.1567,1567,"Segura - Polvorí",41.364375,2.143334,,0,,0
2.1568,1568,"Polvorí - Camí de la Fuxarda",41.365382,2.144961,,0,,0
2.1569,1569,"Polvorí - Av Ferrer i Guàrdia",41.368073,2.144628,,0,,0
2.1570,1570,"Av J.V.Foix - Pedró de la Creu",41.395544,2.119956,,0,,0
2.1571,1571,"Eduardo Conde - Santa Amèlia",41.393336,2.121085,,0,,0
2.1572,1572,"Via Augusta - Anglí",41.397833,2.1292,,0,,0
2.1573,1573,"Via Augusta - Els Vergós",41.398257,2.125753,,0,,0
2.1575,1575,"Marquès de Sentmenat - Numància",41.384969,2.136713,,0,,0
2.1576,1576,"Av Madrid - Joan Güell",41.380815,2.132811,,0,,0
2.1577,1577,"Les Corts - Vallespir",41.385284,2.132669,,0,,0
2.1578,1578,"Pl del Centre",41.381885,2.136063,,0,,0
2.1580,1580,"Guillem Tell - Av Príncep d'Astúries",41.402796,2.148996,,0,,0
2.1581,1581,"Mitre - Saragossa",41.405285,2.144073,,0,,0
2.1582,1582,"Mitre - Pàdua",41.405824,2.146153,,0,,0
2.1587,1587,"CAP Sarrià",41.401932,2.121444,,0,,0
2.1589,1589,"Doctor Pi i Molist - Fabra i Puig",41.430771,2.174491,,0,,0
2.1590,1590,"Fabra i Puig - Meridiana",41.430261,2.181997,,0,,0
2.1591,1591,"Fabra i Puig - Arnau d'Oms",41.430324,2.177722,,0,,0
2.1592,1592,"Fabra i Puig - Arnau d'Oms",41.430338,2.176723,,0,,0
2.1594,1594,"Pl Karl Marx",41.439395,2.162486,,0,,0
2.1595,1595,"Centre Esportiu Ciutat Meridiana",41.459327,2.176256,,0,,0
2.1597,1597,"Jorge Manrique - C E Hispano Francès",41.431433,2.149286,,0,,0
2.1599,1599,"Via Laietana - Jutjats",41.382821,2.180363,,0,,0
2.1600,1600,"Via Laietana - Pl Ramon Berenguer",41.385071,2.17739,,0,,0
2.1602,1602,"Via Laietana - Pl Ramon Berenguer",41.384963,2.177278,,0,,0
2.1604,1604,"Pg Marítim - Pepe Rubianes",41.379075,2.192087,,0,,0
2.1605,1605,"Pepe Rubianes",41.378391,2.190071,,0,,0
2.1606,1606,"Pg Marítim - Pepe Rubianes",41.379165,2.192298,,0,,0
2.1610,1610,"Carrer número 4 - Carrer C",41.329827,2.131949,,0,,0
2.1611,1611,"Av Gran Via - Rambla Marina",41.348273,2.112261,,0,,0
2.1612,1612,"Av Gran Via - Av Mare de Déu de Bellvitge",41.346167,2.11024,,0,,0
2.1613,1613,"Rambla Marina - Metro de Bellvitge",41.35162,2.110198,,0,,0
2.1614,1614,"Carrer número 4 - Carrer B",41.329619,2.133333,,0,,0
2.1615,1615,"Carrer número 4 - Carrer D",41.331081,2.128353,,0,,0
2.1616,1616,"Pg Pujades - Parc de la Ciutadella",41.389982,2.185053,,0,,0
2.1617,1617,"Carrer número 4 - Mercabarna",41.334345,2.119037,,0,,0
2.1618,1618,"Carrer número 4 - Carrer F",41.33299,2.122905,,0,,0
2.1619,1619,"Carrer número 4 - Carrer E",41.332135,2.125338,,0,,0
2.1620,1620,"Metro Poble Sec",41.37488,2.159895,,0,,0
2.1621,1621,"Palamós - Tamariu",41.449414,2.186129,,0,,0
2.1622,1622,"S'Agaró - Sa Tuna",41.451406,2.187922,,0,,0
2.1624,1624,"Parc del Turó de la Peira",41.433376,2.163352,,0,,0
2.1625,1625,"Mercat Mare de Déu de Núria",41.459926,2.172569,,0,,0
2.1626,1626,"Perafita - Av Rasos de Peguera",41.4597,2.170546,,0,,0
2.1630,1630,"Badajoz - Doctor Trueta",41.394938,2.2004,,0,,0
2.1631,1631,"Marina - Ramon Turró",41.390871,2.191899,,0,,0
2.1633,1633,"Jacint Verdaguer - de la TV3",41.373976,2.07146,,0,,0
2.1636,1636,"Tamarit - Mercat de Sant Antoni",41.379969,2.162654,,0,,0
2.1637,1637,"Pg Reina Elisenda - Major de Sarrià",41.399806,2.120795,,0,,0
2.1638,1638,"Carrer A - Carrer número 3",41.334949,2.140311,,0,,0
2.1639,1639,"Carrer A- Comissaria Portuària",41.338013,2.142164,,0,,0
2.1640,1640,"Carrer A - Comissaria Portuària",41.337416,2.141249,,0,,0
2.1641,1641,"Carrer A - Carrer número 3",41.331041,2.137357,,0,,0
2.1642,1642,"Carrer A - Carrer número 4",41.329164,2.136191,,0,,0
2.1643,1643,"Mercabarna - Mercat del Peix",41.334052,2.117334,,0,,0
2.1644,1644,"Palamós - La Fosca",41.447867,2.185263,,0,,0
2.1645,1645,"Carrer D - Carrer número 4",41.33011,2.128757,,0,,0
2.1646,1646,"Carrer D - Carrer número 5",41.327592,2.127203,,0,,0
2.1647,1647,"Carrer D - Carrer número 6",41.324901,2.125546,,0,,0
2.1650,1650,"Av Doctor Marañón - Av de Xile",41.381439,2.11435,,0,,0
2.1652,1652,"Riu Llobregat - Riu Ebre",41.316754,2.087585,,0,,0
2.1653,1653,"Ctra d'Esplugues - Domènech i Montaner",41.364416,2.07564,,0,,0
2.1654,1654,"Ctra d'Esplugues - Torras i Bages",41.361171,2.072433,,0,,0
2.1655,1655,"Av Sant Ildefons - Av República Argentina",41.362768,2.082816,,0,,0
2.1656,1656,"Av Sant Ildefons - Bruc",41.36049,2.080818,,0,,0
2.1657,1657,"Av Barcelona - Mare de Déu de la Mercè",41.368507,2.070638,,0,,0
2.1658,1658,"St Martí de l'Erm - Marquès de Monistrol",41.371411,2.070081,,0,,0
2.1659,1659,"Ciutat d'Asunción - Tucumán",41.444586,2.199257,,0,,0
2.1660,1660,"Pl Maragall - Xiprer",41.41888,2.180476,,0,,0
2.1661,1661,"Rambla Prim - Pallars",41.414336,2.214866,,0,,0
2.1663,1663,"Meridiana - Pl dels Jardins d'Elx",41.4235,2.187079,,0,,0
2.1665,1665,"Guipúscoa - Extremadura",41.424692,2.208523,,0,,0
2.1666,1666,"Bernat Metge - Argentina",41.420188,2.211767,,0,,0
2.1669,1669,"Carrer número 1 - Carrer número 60",41.344949,2.144315,,0,,0
2.1670,1670,"Transports Metropolitans de Barcelona",41.346736,2.14228,,0,,0
2.1671,1671,"Area Metropolitana de Barcelona",41.346705,2.142219,,0,,0
2.1690,1690,"Riu Llobregat - Riu Túria",41.3171,2.08495,,0,,0
2.1691,1691,"Riu Llobregat - Av Onze de Setembre",41.317465,2.08335,,0,,0
2.1695,1695,"Ctra d'Horta",41.438971,2.154218,,0,,0
2.1696,1696,"Fusters - Ctra Nacional 150",41.464179,2.174811,,0,,0
2.1697,1697,"Ctra Reial - Ateneu",41.378633,2.077387,,0,,0
2.1699,1699,"Bernat Metge - Rambla Prim",41.420458,2.211899,,0,,0
2.1701,1701,"Fusters - Ctra Nacional 150",41.464613,2.175078,,0,,0
2.1702,1702,"General Mendoza - Santa Rosalia",41.421466,2.141633,,0,,0
2.1703,1703,"Les Agudes (a Torre Baró-Vallbona)",41.461547,2.175902,,0,,0
2.1704,1704,"Les Agudes - Costabona (a Torre Baró-Vallbona)",41.462708,2.177347,,0,,0
2.1705,1705,"Vallcivera - Pl Roja",41.461181,2.179395,,0,,0
2.1706,1706,"Av Rasos de Peguera - Pedraforca",41.460493,2.173803,,0,,0
2.1707,1707,"Les Agudes - Costabona (a Can Cuiàs)",41.462681,2.177265,,0,,0
2.1708,1708,"Les Agudes - Av Rasos de Peguera (a Can Cuiàs)",41.461477,2.175881,,0,,0
2.1709,1709,"Meridiana - Ctra de Ribes",41.449895,2.188848,,0,,0
2.1710,1710,"Pg de Santa Coloma - Ctra de Ribes",41.44513,2.189791,,0,,0
2.1711,1711,"Via Favència - Ctra de Ribes",41.447117,2.189923,,0,,0
2.1712,1712,"Pl de Josep Andreu i Abelló",41.447863,2.190509,,0,,0
2.1713,1713,"Les Corts - Aurora Bertrana",41.377057,2.119821,,0,,0
2.1714,1714,"Pare Manyanet - Sant Sebastià",41.427701,2.191346,,0,,0
2.1715,1715,"Av Mossèn Joaquim Castellví - Barcelona",41.487644,2.187772,,0,,0
2.1716,1716,"Rambla dels  Països Catalans - Torras i Bages",41.489388,2.186889,,0,,0
2.1717,1717,"Rambla dels  Països Catalans - Pl Espanya",41.491288,2.185462,,0,,0
2.1718,1718,"Av Riera de Sant Cugat - Ptge de la Pintura",41.485729,2.181499,,0,,0
2.1719,1719,"Anselm Clavé - Pl Espanya",41.492024,2.183483,,0,,0
2.1720,1720,"Av Indústria - Av Camp Roig",41.38049,2.066909,,0,,0
2.1721,1721,"Av Indústria - Ramón i Cajal",41.381787,2.068691,,0,,0
2.1722,1722,"Av Lluís Companys - Av Generalitat",41.37543,2.056903,,0,,0
2.1723,1723,"Av Lluís Companys - Rubió i Tuduri",41.377446,2.060231,,0,,0
2.1724,1724,"Av Lluís Companys - Pla del Vent",41.37853,2.062027,,0,,0
2.1725,1725,"Complex Esportiu Hospitalet Nord",41.37649,2.101576,,0,,0
2.1726,1726,"Laureà Miró - Molí",41.376911,2.095684,,0,,0
2.1728,1728,"Av Maresme - Av de la Fama",41.34969,2.087016,,0,,0
2.1729,1729,"Pl Espanya - Sant Tomàs",41.491228,2.183832,,0,,0
2.1730,1730,"Mercat Ciutat Meridiana",41.462304,2.178201,,0,,0
2.1731,1731,"Les Agudes - Can Cuiàs",41.463726,2.175517,,0,,0
2.1732,1732,"Les Agudes 31",41.463555,2.178125,,0,,0
2.1733,1733,"Les Agudes 118-124",41.461211,2.174072,,0,,0
2.1736,1736,"Estació TIR - Pg Zona Franca",41.346925,2.148719,,0,,0
2.1737,1737,"Av Barcelona - Poliesportiu Municipal",41.367979,2.064016,,0,,0
2.1739,1739,"Fructuós Gelabert - Jacint Verdaguer",41.37276,2.067297,,0,,0
2.1741,1741,"Cotxeres TB Zona Franca",41.32987,2.137157,,0,,0
2.1742,1742,"Mitre - Balmes",41.404254,2.140622,,0,,0
2.1743,1743,"Ctra Cementiri de Collserola - Coll de La Ventosa",41.449921,2.158937,,0,,0
2.1744,1744,"Tibidabo - Mare de Déu de Montserrat",41.427545,2.21114,,0,,0
2.1745,1745,"Via Augusta - Margenat",41.402008,2.12044,,0,,0
2.1746,1746,"Av dels Països Catalans - Somatents",41.377829,2.091891,,0,,0
2.1747,1747,"Av dels Països Catalans - Direcció Gral d'Esports",41.379655,2.094964,,0,,0
2.1749,1749,"Ctra Reial - Rambla Modolell",41.378569,2.076869,,0,,0
2.1750,1750,"Ctra Reial - de l'Estalvi",41.378268,2.079496,,0,,0
2.1751,1751,"Laureà Miró - Anton Fortuny",41.377957,2.082374,,0,,0
2.1752,1752,"Av Madrid - Carles III",41.378713,2.127706,,0,,0
2.1753,1753,"Av Madrid - Benavent",41.377393,2.125406,,0,,0
2.1754,1754,"Av Madrid - Arizala",41.376134,2.123659,,0,,0
2.1755,1755,"Sants - Munné",41.375605,2.122873,,0,,0
2.1756,1756,"Metro Badal",41.375598,2.128907,,0,,0
2.1758,1758,"Coll de La Ventosa",41.450797,2.158914,,0,,0
2.1759,1759,"Ctra del Cementiri de Collserola - Recinte Hebreu",41.459721,2.155028,,0,,0
2.1760,1760,"Ctra Cementiri Collserola - Camí Vall de St Iscle",41.458991,2.154819,,0,,0
2.1761,1761,"Av l'Alzinar - Transversal",41.46163,2.182768,,0,,0
2.1764,1764,"Av Icària - Joan Miró",41.390328,2.195773,,0,,0
2.1765,1765,"Meridiana - Pare Pérez del Pulgar",41.453439,2.18916,,0,,0
2.1766,1766,"Metro Badal",41.375499,2.127962,,0,,0
2.1767,1767,"Pl de Sants",41.375489,2.13427,,0,,0
2.1768,1768,"Sants - Rambla del Brasil",41.375555,2.131029,,0,,0
2.1769,1769,"Badal - Constitució",41.369376,2.133047,,0,,0
2.1771,1771,"Sant Antoni - Pl de Sants",41.376062,2.136333,,0,,0
2.1775,1775,"Av Tibidabo - Ronda de Dalt",41.414289,2.134144,,0,,0
2.1776,1776,"Pl Alfonso Comín - Isaac Newton",41.41515,2.136141,,0,,0
2.1777,1777,"Major de Can Caralleu - Ronda de Dalt",41.401281,2.113442,,0,,0
2.1778,1778,"Meridiana - S'Agaró",41.448149,2.187808,,0,,0
2.1779,1779,"Ctra d'Horta - Ronda de Dalt",41.439599,2.15436,,0,,0
2.1780,1780,"Lima - Caracas",41.439228,2.204478,,0,,0
2.1781,1781,"Estació TIR - Ronda Litoral",41.347015,2.148776,,0,,0
2.1785,1785,"Costa Pacheco 21",41.428037,2.131294,,0,,0
2.1787,1787,"Trelawny - Pg  Marítim",41.385008,2.195475,,0,,0
2.1788,1788,"Trelawny - Av Litoral",41.385672,2.194599,,0,,0
2.1789,1789,"Av Granvia - Hospital de Bellvitge",41.343168,2.105187,,0,,0
2.1791,1791,"Berenguer de Palou - Baixada de La Sagrera",41.420899,2.19132,,0,,0
2.1792,1792,"Sagrera - Pl del General Moragues",41.418211,2.191309,,0,,0
2.1800,1800,"Pl de l'Agrupació número 9",41.457522,2.16302,,0,,0
2.1801,1801,"Agrupació número 16·17",41.463374,2.159267,,0,,0
2.1802,1802,"Funicular de Vallvidrera - Pl Pep Ventura",41.414524,2.10531,,0,,0
2.1803,1803,"Funicular de Vallvidrera",41.414226,2.105831,,0,,0
2.1804,1804,"Camí Vell",41.408909,2.10165,,0,,0
2.1805,1805,"Pl La Masia",41.480702,2.165273,,0,,0
2.1806,1806,"Ctra del Cementiri de Collserola - Ramon Llull",41.473323,2.165004,,0,,0
2.1808,1808,"Sales de Vetlla - Capelles",41.47033,2.156882,,0,,0
2.1809,1809,"Ramon Llull - Ctra de Montcada",41.474253,2.166233,,0,,0
2.1810,1810,"Cruïlla de Carreteres",41.418296,2.11655,,0,,0
2.1811,1811,"Ctra de Vallvidrera - Accés Escola Judicial",41.416668,2.112264,,0,,0
2.1812,1812,"Parc de la Budellera",41.415931,2.110116,,0,,0
2.1814,1814,"Mont d'Orsà - Romanimar",41.411034,2.102903,,0,,0
2.1815,1815,"Camí Santa Creu d'Olorda",41.409021,2.10165,,0,,0
2.1816,1816,"Mont d'Orsà",41.41129,2.103152,,0,,0
2.1817,1817,"Pl de Vallvidrera - Alberes",41.412984,2.104667,,0,,0
2.1818,1818,"Font del Mont - Parc de la Budellera",41.415877,2.110201,,0,,0
2.1819,1819,"Accés Escola Judicial",41.416693,2.112606,,0,,0
2.1820,1820,"Ctra de Vallvidrera - Cruïlla de Carreteres",41.41777,2.116702,,0,,0
2.1821,1821,"Mentora Alsina",41.421733,2.12111,,0,,0
2.1826,1826,"Pl Dante",41.36864,2.165212,,0,,0
2.1827,1827,"Costa Pacheco - Av Elies Pagès",41.428356,2.132452,,0,,0
2.1828,1828,"Av Elies Pagès - Natzaret",41.427466,2.134806,,0,,0
2.1829,1829,"Av Indústria - Jacint Benavente",41.382624,2.069893,,0,,0
2.1832,1832,"Caracas - Clariana",41.447186,2.201122,,0,,0
2.1834,1834,"Pl Congrés",41.425833,2.180585,,0,,0
2.1835,1835,"Olesa - Campo Florido",41.421444,2.183588,,0,,0
2.1841,1841,"Consell de Cent - Rector Triadó",41.376557,2.145704,,0,,0
2.1842,1842,"Moianès - Vilardell",41.374266,2.142472,,0,,0
2.1848,1848,"Constitució - Riera de Tena",41.369524,2.134587,,0,,0
2.1849,1849,"Olzinelles - Constitució",41.370357,2.13771,,0,,0
2.1850,1850,"Olzinelles - Noguera Pallaresa",41.371937,2.137049,,0,,0
2.1851,1851,"Pl Bonet i Muixí",41.374228,2.136371,,0,,0
2.1852,1852,"Tajo - Ptge Vila i Rosell",41.429594,2.16035,,0,,0
2.1855,1855,"Lisboa - Alarcón",41.427572,2.153826,,0,,0
2.1856,1856,"Plàtans - Pl de la Clota",41.426335,2.150388,,0,,0
2.1857,1857,"Granja Vella - Basses d'Horta",41.427134,2.144904,,0,,0
2.1858,1858,"Granja Vella - Pg  Vall d'Hebron",41.42715,2.14405,,0,,0
2.1859,1859,"Coll i Alentorn - Av Martí i Codolar",41.424512,2.147835,,0,,0
2.1860,1860,"Pantà de Tremp - Pl de la Clota",41.425689,2.149997,,0,,0
2.1861,1861,"Lisboa - Serrallonga",41.427457,2.153901,,0,,0
2.1862,1862,"Av Joan XXIII - Maternitat",41.384196,2.122772,,0,,0
2.1863,1863,"Sor Eulàlia d'Anzizu - Gran Capità",41.388114,2.109948,,0,,0
2.1864,1864,"Sor Eulàlia d'Anzizu - Dulcet",41.389938,2.112436,,0,,0
2.1865,1865,"Miret i Sans - Av d'Esplugues",41.391528,2.110861,,0,,0
2.1868,1868,"Joan d'Alòs - Av Pearson",41.391457,2.10383,,0,,0
2.1869,1869,"Torrent de les Roses - Mare de Déu de la Merçé",41.389236,2.103567,,0,,0
2.1870,1870,"Pl Coll de Finestrelles",41.389022,2.104255,,0,,0
2.1872,1872,"Josep Serrano - Baró Sant Lluís",41.417233,2.162583,,0,,0
